,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
1450,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1451,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1452,"Okay, that's good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1453,"
We're exactly on the right side.",0,0,0,0,0.3450073,0.025520287,0.145384371,0.007311374,0.379279763,0.053341374,0.004064473,0.005064497,0.002961647,5.66E-05,0.000319103,0.00098848,0.000675663,0.007295046,0.000143735,0.00179718,0.004066064,0.000557988,0.007657099,0.000289745,0.00472639,0.001436405,7.42E-05,0.000197863,0.000303277,0.000235381,0.000546138,8.25E-05,0.000213859,1.80E-05,5.53E-06,9.78E-05,2.90E-05,4.19E-05,7.07E-05,2.53E-05,1.42E-05,4.85E-05,4.18E-05,1.84E-06,7.62E-06
1454,God is it like near the buttocks.,0,0,0,0,0.358938754,0.000354771,0.447936594,0.001167937,0.002510185,0.046596929,0.087190792,0.000172689,0.00327795,0.00082701,0.000124118,0.000373207,0.001888414,0.014866435,0.00049488,0.011277851,0.004241785,0.003155183,0.00178013,0.00137092,0.000715258,0.000961937,0.000316794,0.000934183,0.002303344,0.000857597,0.000208437,9.19E-05,0.00058873,0.000141432,0.0008438,0.001441679,0.000169498,0.00056135,0.000344354,0.000291981,0.000424165,6.45E-05,4.03E-05,1.92E-05,0.000133001
1455,"Okay, got it and any shooting remind me again any shooting pains into your legs.",0,0,0,0,0.983955681,4.64E-05,0.009918043,0.000261077,0.000361274,4.84E-05,0.001692838,2.56E-05,0.000146216,9.06E-06,1.78E-06,1.99E-05,9.68E-06,0.00053567,4.90E-06,0.00029189,0.00222973,4.23E-05,9.86E-05,0.000108181,8.04E-05,4.14E-05,5.58E-06,7.39E-06,7.22E-06,7.63E-06,1.31E-05,1.63E-06,4.25E-06,4.12E-06,5.89E-07,9.24E-06,6.14E-06,1.63E-06,8.59E-08,5.73E-07,8.16E-08,2.06E-07,9.97E-07,2.42E-07,1.37E-07
1456,"
In any weakness, any weakness with your weakness with your leg numbness between your legs.",0,0,0,0,0.482193738,6.75E-05,0.510246038,0.000135402,0.000266471,0.000349853,0.003401375,4.33E-05,0.000132853,2.24E-05,1.84E-06,3.13E-05,6.20E-05,0.001138479,5.07E-05,0.000151398,0.000985931,6.95E-05,0.000111529,9.60E-05,0.000258854,4.07E-05,2.55E-05,2.98E-05,2.76E-05,1.10E-05,8.22E-06,1.02E-05,1.04E-05,2.34E-07,3.89E-07,4.60E-06,6.11E-06,2.88E-06,1.30E-06,3.75E-07,2.50E-06,4.57E-07,1.15E-06,3.67E-08,9.87E-08
1457,"
Got it.",0,0,0,0,0.016173646,0.019168416,0.011590431,0.007153534,0.006771219,0.002303599,0.00175004,0.004774501,0.01293501,0.001808491,0.000979266,0.005737706,0.004462706,0.009199937,0.002766253,0.004026981,0.004332684,0.043703619,0.004119434,0.240493596,0.408085287,0.015943695,0.001486718,0.009938033,0.035022512,0.001744919,0.002841238,0.004026059,0.003188607,0.000808602,0.002607036,0.005280965,0.034286544,0.040486876,0.010355292,0.005497072,0.005161495,0.000637379,0.003271915,0.002718028,0.002360657
1458,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1459,"
Yeah, back pain.",0,0,0,0,0.269663036,0.035021596,0.174693093,0.039303984,0.036396064,0.039953619,0.016689714,0.007367141,0.022626083,0.007111835,0.004053149,0.007225543,0.008267284,0.030822705,0.004363915,0.026369974,0.034172468,0.015723037,0.017601561,0.02155095,0.065228023,0.042189434,0.00228806,0.009752491,0.006897877,0.004998924,0.007931542,0.005074436,0.003998299,0.002388733,0.001948229,0.004532838,0.005004056,0.004730265,0.003402219,0.002395708,0.002634273,0.001147906,0.002846986,0.000823952,0.000809106
1460,And God just to ask.,0,0,0,0,0.499304324,0.000640191,0.380840689,0.004922791,0.001511176,0.036040135,0.002494862,0.000132448,0.00713395,0.000945391,0.000157966,0.000305064,0.006571554,0.003132142,0.00015622,0.029004399,0.003647418,0.003555704,0.000959983,0.002560841,0.002941491,0.000738801,0.000114466,0.002255014,0.00405509,0.000682605,0.000173575,3.70E-05,0.000401696,0.00020187,0.000182755,0.001132761,0.0003091,0.001060385,0.000363056,0.000484967,0.000622699,2.77E-05,7.80E-05,4.31E-05,7.66E-05
1461,Has your any weight changes from 163 pounds.,0,0,0,0,0.018975085,0.000727193,0.006498458,0.000964084,0.000446741,0.001337582,0.824480236,0.001328103,0.002485693,0.003585202,8.82E-05,0.001666373,0.000194907,0.069643959,0.006898983,0.013350537,0.009910004,0.003057658,0.000670054,0.00475123,0.010696094,0.003156635,0.003316322,0.003676804,0.000343021,0.000357115,0.000405916,0.001525047,0.000301879,0.000349611,0.000391339,0.000490328,0.001050572,0.001147578,0.000368459,0.000144443,0.000218808,0.000338221,0.0003519,6.17E-05,0.000247825
1462,"Okay, okay, okay, okay, okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1463,"Yes, yes, yes or no.",0,0,0,0,0.027174691,0.18826583,0.018242294,0.061568506,0.426207721,0.009370465,0.009070378,0.213291213,0.011776753,0.000605041,0.000603185,0.002427186,0.000190914,0.001851647,0.002237445,0.004218231,0.002297001,0.006459648,0.002155447,0.00108776,0.001324113,0.002734545,0.000392428,0.001302894,0.001216915,0.000479361,0.000576848,0.000481198,0.00050939,0.00021252,1.12E-05,0.000259132,0.000161856,0.000348448,0.000198273,0.000202578,5.29E-05,0.00017574,0.000185384,2.54E-05,4.76E-05
1464,Don't we all.,0,0,0,0,0.372923851,0.038949579,0.193382025,0.058982622,0.048008401,0.031910326,0.016462041,0.00594862,0.022432927,0.00712345,0.002661011,0.004579718,0.007938848,0.014734569,0.002945459,0.026465509,0.02124287,0.009228879,0.015641997,0.008200726,0.024670938,0.018273748,0.001314296,0.01011176,0.005420142,0.003512977,0.00450136,0.00228067,0.002734205,0.001581921,0.000953195,0.003030851,0.001794714,0.002393527,0.001624941,0.001676244,0.001359705,0.000680146,0.001433851,0.000386364,0.000500982
1465,"So yeah, well, I know you're you're doing all the right things you'd share that you're doing the stretches and the ice and the heat so, you know, it's one of those things we see, you know, I don't think that there's anything more serious comes in.",0,0,1,0,0.63741225,0.000691802,0.352304786,0.001858928,0.004182955,0.000322801,0.000135467,6.67E-05,0.000240812,3.51E-06,2.28E-06,1.63E-05,0.000518236,0.00041978,1.68E-06,2.20E-05,0.00066599,3.53E-05,0.000822857,5.55E-05,0.000102313,2.63E-05,4.61E-06,6.77E-06,1.10E-05,1.44E-05,2.84E-05,1.10E-06,1.66E-05,2.61E-07,3.92E-08,4.41E-06,8.70E-07,3.79E-07,8.79E-07,2.38E-07,1.79E-07,1.04E-07,1.26E-06,1.69E-08,2.13E-08
1466,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1467,"Yeah, I mean we didn't.",0,0,0,0,0.530800939,0.013030162,0.299300015,0.044596836,0.018343197,0.012126146,0.011222525,0.001435875,0.006468054,0.002471186,0.000446106,0.000730132,0.004088189,0.007514059,0.000419942,0.008801714,0.006855566,0.002678482,0.005070693,0.002282805,0.004736102,0.003322283,0.000396983,0.005387398,0.001545175,0.000992855,0.001268173,0.000276717,0.000785148,0.00014582,5.64E-05,0.001007697,0.000125926,0.000300892,0.000301924,0.000213719,8.95E-05,4.01E-05,0.000249827,2.98E-05,4.51E-05
1468,"We're not expecting that there's something more serious going on so this is what we usually do is you know the conservative measures, physical therapy so that you can learn some of the stretches, learn some new mechanical positions.",0,0,0,0,0.791774213,1.53E-05,0.206791043,0.000124713,0.000181334,5.45E-05,0.000421428,5.62E-06,4.39E-05,1.48E-05,1.49E-06,7.69E-07,2.36E-05,2.29E-05,5.34E-07,0.000213844,0.000112416,7.04E-06,2.91E-05,9.52E-06,4.44E-05,2.38E-06,5.16E-07,9.61E-05,1.86E-06,3.22E-06,7.94E-07,8.74E-08,1.30E-06,1.41E-07,7.14E-08,3.92E-07,2.34E-07,2.36E-07,4.11E-08,7.73E-08,3.26E-08,2.20E-08,1.81E-07,3.38E-09,3.06E-09
1469,"
And then if it's something that continues to persist wake you at night become worse than that's something I'd like to pursue imaging, and then your question the urine test is, you know, no I don't think this is a kidney stone but the urine test, you know we just checked for blood and urine to make sure you know it's not like there's a kidney stone or something so that's usually how we think about it.",0,0,0,0,0.921476245,1.47E-06,0.078373179,1.57E-05,1.47E-05,2.44E-06,4.14E-05,4.10E-07,1.01E-05,7.98E-07,4.05E-08,9.23E-08,1.51E-06,2.89E-05,3.94E-08,1.68E-06,4.37E-06,1.78E-06,9.62E-06,8.48E-06,1.37E-06,3.52E-07,3.38E-07,3.44E-06,5.52E-07,4.35E-07,1.02E-07,2.32E-08,1.90E-07,7.20E-09,7.35E-10,1.50E-07,4.62E-08,1.37E-08,3.01E-09,1.85E-09,1.07E-09,6.07E-10,1.27E-08,3.95E-10,8.00E-11
1470,And then physical exam obviously too so.,0,0,0,0,0.980057716,1.28E-05,0.017035143,1.80E-05,0.000127731,5.00E-05,1.84E-05,1.01E-05,0.000211623,3.36E-06,6.45E-07,7.03E-06,4.03E-05,0.00206754,3.20E-07,1.12E-05,9.57E-05,1.86E-05,6.56E-05,3.89E-06,9.24E-05,2.96E-05,1.22E-06,2.27E-06,2.14E-06,2.75E-06,7.63E-06,2.01E-07,1.55E-06,1.01E-06,1.24E-08,8.99E-07,6.50E-07,3.22E-07,2.07E-07,1.69E-07,1.04E-07,4.05E-08,1.07E-06,1.61E-08,3.54E-08
1471,"
Okay, yeah.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1472,"
Sounds good.",0,0,0,0,0.031635374,0.028252453,0.226470456,0.01090529,0.018442016,0.256538302,0.00761326,0.002486916,0.033884071,0.021981938,0.004094602,0.007849966,0.0238702,0.053861264,0.00395546,0.008702962,0.052814089,0.012282619,0.024845354,0.013673815,0.010791388,0.02033475,0.011302215,0.012727521,0.013658489,0.007023848,0.002315355,0.007362138,0.005140235,0.009466248,0.00141744,0.013920203,0.005720535,0.0037818,0.008232043,0.00369836,0.007873903,0.001655094,0.003791793,0.001199626,0.004426579
1473,Yep.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1474,"
Okay, good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1475,"
Well let's set a time.",0,0,0,0,0.455823183,0.008904969,0.280891269,0.004804531,0.024342887,0.046319459,0.006544401,0.000784206,0.025069052,0.001077602,0.000659299,0.003261692,0.002409359,0.028058203,0.000339103,0.001994744,0.017813174,0.00522719,0.036360145,0.012348087,0.005528908,0.00421393,0.000920854,0.000516343,0.00342482,0.002015509,0.003436248,0.000693977,0.002342759,0.000250001,0.000108069,0.008576347,0.000561734,0.001037157,0.001978982,0.000246032,0.000397265,9.11E-05,0.00036597,6.72E-05,0.000194225
1476,So I don't know if you need to keep it's up to you if you want to keep your appointment with the more I know we talk to you I see your visit with him.,0,0,0,0,0.282561541,0.000640834,0.645195067,0.000501159,0.000663458,0.000546592,0.001462957,0.000294433,0.005571232,8.33E-05,5.15E-06,0.000308164,0.000426285,0.012396714,2.06E-05,0.004074821,0.001416442,0.00059535,2.83E-05,0.041347414,0.000405887,6.85E-05,0.000132165,0.000387555,0.000516383,8.92E-06,9.48E-06,3.35E-06,2.42E-05,1.27E-06,9.76E-08,1.44E-05,4.35E-05,0.000198181,3.23E-06,3.83E-07,7.36E-07,1.89E-07,3.97E-05,7.23E-07,1.44E-06
1477,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1478,All right.,0,0,0,0,0.022663448,0.064042583,0.002865804,0.025090035,0.017267304,0.009020146,0.005357554,0.001475232,0.2753326,0.001075552,0.001745428,0.1007929,0.001165467,0.014307817,0.002247956,0.004487743,0.007942559,0.32668218,0.002722364,0.002548073,0.015217005,0.019384336,0.000280026,0.00164502,0.00440636,0.001846018,0.001577447,0.006034856,0.001965589,0.001350457,0.002154308,0.005157412,0.010644683,0.005070544,0.001212723,0.001026158,0.014656106,0.002783466,0.000947029,0.001053804,0.01275402
1479,"Yeah, sounds good.",0,0,0,0,0.070437044,0.036585521,0.349711657,0.009280225,0.047345873,0.190446705,0.014184101,0.005575193,0.056998372,0.008099027,0.002025371,0.005894423,0.010388316,0.011205095,0.006413385,0.01850866,0.028663939,0.013216197,0.015814615,0.009479,0.008703198,0.013208895,0.003703327,0.015733974,0.014453468,0.003887145,0.001529872,0.001740746,0.003675657,0.002886942,0.000802201,0.005457009,0.002368883,0.001887564,0.002310915,0.001356986,0.003057107,0.000597513,0.000970957,0.000337069,0.001057901
1480,"
So I will.",0,0,0,0,0.779887617,0.004262194,0.105345502,0.068060309,0.003294878,0.003055898,0.003689252,0.000250772,0.002799483,0.001122238,0.000116265,0.000342687,0.006545502,0.004254934,0.000257136,0.001682857,0.003339239,0.000939491,0.002530392,0.001656321,0.000548511,0.000814209,0.000179407,0.000911564,0.001074599,0.00053105,0.000593953,0.00016537,0.000285887,7.34E-05,2.78E-05,0.000550921,5.25E-05,0.000109562,8.24E-05,0.000131709,7.04E-05,0.000111723,0.00021771,1.90E-05,1.53E-05
1481,I'll.,0,0,0,0,0.023257414,0.021952858,0.014499794,0.023086451,0.018760439,0.019691518,0.014288585,0.017821003,0.024131769,0.018770011,0.023994539,0.019390754,0.024446685,0.021679094,0.018490797,0.024282739,0.021715941,0.029862713,0.022794971,0.019167827,0.033947229,0.039310038,0.015122964,0.019688947,0.022263726,0.031546675,0.030659318,0.027602479,0.024484871,0.027682422,0.034073312,0.024333224,0.033435043,0.022902614,0.029717706,0.028145699,0.034927793,0.026399711,0.022588192,0.023586394,0.025495732
1482,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499794,0.023086451,0.018760439,0.019691518,0.014288585,0.017821003,0.024131769,0.018770011,0.023994539,0.019390754,0.024446685,0.021679094,0.018490797,0.024282739,0.021715941,0.029862713,0.022794971,0.019167827,0.033947229,0.039310038,0.015122964,0.019688947,0.022263726,0.031546675,0.030659318,0.027602479,0.024484871,0.027682422,0.034073312,0.024333224,0.033435043,0.022902614,0.029717706,0.028145699,0.034927793,0.026399711,0.022588192,0.023586394,0.025495732
1483,You're good.,0,0,0,0,0.023257414,0.021952858,0.014499794,0.023086451,0.018760439,0.019691518,0.014288585,0.017821003,0.024131769,0.018770011,0.023994539,0.019390754,0.024446685,0.021679094,0.018490797,0.024282739,0.021715941,0.029862713,0.022794971,0.019167827,0.033947229,0.039310038,0.015122964,0.019688947,0.022263726,0.031546675,0.030659318,0.027602479,0.024484871,0.027682422,0.034073312,0.024333224,0.033435043,0.022902614,0.029717706,0.028145699,0.034927793,0.026399711,0.022588192,0.023586394,0.025495732
1484,"Okay, so oh yeah we'll remove that from the 23rd, but let's plan to follow you and I to follow up to see how you're doing with the medication changes so I'll give you another date here on a Friday.",0,0,0,0,0.491630018,0.008938943,0.427835822,0.004513686,0.025334576,0.003947742,0.002979077,0.007488666,0.001089042,0.000124609,1.92E-05,0.000213714,0.000302965,0.001473561,2.10E-05,0.001540972,0.017069198,0.000474081,0.000269653,0.00286453,0.000400031,0.000607433,3.23E-05,0.000247983,0.000219702,2.82E-05,4.10E-05,6.44E-06,6.30E-05,7.62E-06,6.05E-07,9.20E-05,1.75E-05,8.59E-05,4.37E-06,2.40E-06,1.57E-06,8.20E-07,9.53E-06,2.19E-07,4.78E-07
1485,We're looking at the holidays.,0,0,0,0,0.495934367,0.011249251,0.252687693,0.023509957,0.022350555,0.01577121,0.015573933,0.002129502,0.00551541,0.004910862,0.000774396,0.001935561,0.003381314,0.020899782,0.001043674,0.007796133,0.026429094,0.003012827,0.012067826,0.005138722,0.035415303,0.011622659,0.000954049,0.004573778,0.001989143,0.001277733,0.002771719,0.000861963,0.001317721,0.000419253,0.00044315,0.001618784,0.000634972,0.000853776,0.000840717,0.000875049,0.000346136,0.000159449,0.000650271,0.000128598,0.000133705
1486,How about just after the holidays.,0,0,0,0,0.043063857,0.004003415,0.019421954,0.008358696,0.000875984,0.020247221,0.007392704,0.001123495,0.001635543,0.134681046,0.001936871,0.004002471,0.003498655,0.004137374,0.004399451,0.00597446,0.004444316,0.00495959,0.009304973,0.013499513,0.007980854,0.008919375,0.588860989,0.035348233,0.008228456,0.002542538,0.000730375,0.00320211,0.003511394,0.001997249,0.001177365,0.005002555,0.002533582,0.001480502,0.002705648,0.018490018,0.001273923,0.00037351,0.006985309,0.000402772,0.001291763
1487,So that work for you.,0,0,0,0,0.570813239,0.000643561,0.162791118,0.006736611,0.002050329,0.006561655,0.082971238,0.000190463,0.001262748,0.006724412,0.000203923,0.000558351,0.001999574,0.061873022,0.000598777,0.00447071,0.054549307,0.001892496,0.002801195,0.003594327,0.011269087,0.004046047,0.000958803,0.001719552,0.000405377,0.000701232,0.001222956,0.00056439,0.000468168,0.00027227,0.001134837,0.001557804,0.000215039,0.000425554,0.00029343,0.000255231,0.000439743,0.000102656,0.000483897,3.19E-05,0.000144924
